,username,name,sex,address,mail,birthdate,fields_of_tech,music,peronality_type,technology,hobbies
565,nmoore,Jacqueline Anderson,F,"022 Gomez Meadows Apt. 057
West Christophertown, MT 22100",laurabrown@gmail.com,1973-07-06,1.00101010010111e+43,Standers,The Champion – ENFP,"['CHEMICAL. E', 'ECE', 'ME', 'AE']","['Exploration', 'Videography', 'Cooking', 'Fitness', 'Sports', 'Music', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
566,orichardson,Christopher Fitzgerald,M,"297 Bradley Plain
New Zacharyville, PA 30703",dkirk@yahoo.com,1913-01-26,1.101000000000111e+41,Standers,The Giver – ENFJ,"['ME', 'CSE', 'AE']","['Writing', 'Fitness', 'Gaming', 'Gardening', 'Music', 'Crafting', 'Traveling', 'Reading']"
567,westdonald,Richard Parker,M,"253 Kimberly Fields Apt. 709
Port Lisatown, HI 24250",bjones@yahoo.com,1982-04-02,1.011011100001101e+43,Seekers,The Commander – ENTJ,['AE'],"['Exploration', 'Fitness', 'Gardening', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
568,vlewis,Theresa Moore,F,"679 Deanna Skyway
Davishaven, ND 48106",jasonstevens@yahoo.com,1912-01-10,1.01010100101011e+43,Standers,Visionary – ENTP,"['ECE', 'AE']","['Exploration', 'Videography', 'Sports', 'Music', 'Photography', 'Traveling', 'Reading']"
569,justinthomas,Nicole Hernandez,F,"787 White Ferry Apt. 700
Padillaville, MA 04472",bartongary@yahoo.com,1985-05-22,1.0001100110110012e+41,Standers,The Doer – ESTP,"['ECE', 'AE']","['Writing', 'Videography', 'Collecting', 'Photography', 'Crafting', 'Reading']"
570,nmunoz,Margaret Daniel,F,"988 Kelly Glen Apt. 615
South Tina, OH 05372",cvasquez@yahoo.com,1955-01-25,1.001001101011001e+43,Standers,The Supervisor – ESTJ,"['CHEMICAL. E', 'ME', 'CSE', 'AE']","['Exploration', 'Videography', 'Cooking', 'Fitness', 'Sports', 'Gardening', 'Music', 'Collecting', 'Photography', 'Crafting', 'Reading']"
571,inguyen,Daniel Johnson,M,"Unit 7804 Box 3071
DPO AA 84313",jsmith@gmail.com,1952-08-21,1.10101100101001e+43,Seekers,The Counselor – INFJ,"['ME', 'CSE', 'AE']","['Videography', 'Fitness', 'Sports', 'Music', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
572,danielsrobert,Derek Harrison,M,"77865 Craig Plaza Apt. 216
East Timothy, MS 02089",campbellmarie@yahoo.com,1951-09-01,1.1001010101100101e+43,Seekers,Composer – ISFP,"['CSE', 'AE']","['Exploration', 'Writing', 'Videography', 'Fitness', 'Sports', 'Gardening', 'Music', 'Traveling', 'Reading']"
573,scoleman,Cheyenne Lee,F,"77356 Fernando Wells
Smithshire, SC 48211",william19@hotmail.com,1966-12-10,1.01100000011101e+43,Sitters,Visionary – ENTP,"['ECE', 'AE']","['Videography', 'Gaming', 'Music', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
574,ocollier,Jonathan Stout,M,"916 Tyler Ways Apt. 528
South Dominiqueport, DE 02668",johnsonsarah@hotmail.com,2015-03-24,1.1101110010111112e+43,Seekers,The Mastermind – INTJ,"['CHEMICAL. E', 'ECE', 'ME', 'AE']","['Cooking', 'Fitness', 'Gardening', 'Traveling', 'Reading']"
575,david88,Carrie Gonzalez,F,"0304 Flores Bridge Apt. 287
Port Davidview, AL 83769",sarah81@gmail.com,1950-07-03,1.11000001010101e+43,Standers,The Thinker – INTP,['AE'],"['Fitness', 'Sports', 'Music', 'Crafting', 'Reading']"
576,david76,Chad Jones,M,"306 Randy Skyway
Maxwellchester, AZ 18336",lawrence78@yahoo.com,1939-09-19,1.0001010100010011e+41,Seekers,The Counselor – INFJ,"['ECE', 'CIV', 'ME', 'AE']","['Fitness', 'Sports', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Photography', 'Traveling', 'Reading']"
577,brittanyflores,Alyssa Mccoy,F,"189 Ryan Lodge Suite 672
Mcleanside, HI 92821",aliciamiller@gmail.com,1914-12-09,1.1001110011100102e+43,Standers,The Idealist – INFP,['AE'],"['Videography', 'Sports', 'Gaming', 'Collecting', 'Crafting', 'Reading']"
578,delgadoheather,Elizabeth Lopez,F,"USS Wilkinson
FPO AP 57954",maria53@yahoo.com,1953-12-29,1.1111111110100112e+40,Seekers,The Thinker – INTP,"['CIV', 'CSE', 'AE']","['Exploration', 'Videography', 'Fitness', 'Gaming', 'Music', 'Photography', 'Reading']"
579,gcastro,Kenneth Jones,M,"104 Allen Wall Suite 525
Lake Joseph, RI 78972",rfaulkner@yahoo.com,1995-12-24,1.110011010100001e+43,Standers,The Doer – ESTP,"['ECE', 'CIV', 'AE']","['Sports', 'Gaming', 'Gardening', 'Photography', 'Crafting', 'Traveling', 'Reading']"
580,schultzteresa,Darlene Baker,F,"2998 Jesus Greens
East Heidi, OH 71228",plopez@yahoo.com,1990-07-11,1.001001100111011e+42,Seekers,The Champion – ENFP,"['CSE', 'AE']","['Writing', 'Videography', 'Cooking', 'Fitness', 'Sports', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Traveling', 'Reading']"
581,robertshannon,Stephanie Harris,F,"522 Sexton Rapids Apt. 415
South Michaelview, NC 81424",rhondasimon@gmail.com,2001-08-13,1.1100100101001011e+43,Sitters,The Doer – ESTP,"['CSE', 'AE']","['Videography', 'Cooking', 'Sports', 'Gaming', 'Gardening', 'Music', 'Crafting', 'Reading']"
582,blester,Angela Barker,F,"5755 Margaret Keys Suite 460
Pamelafort, OK 86827",ashleyclayton@hotmail.com,1954-11-16,1.11010000010111e+43,Sitters,The Performer – ESFP,"['ECE', 'ME', 'CSE', 'AE']","['Writing', 'Videography', 'Collecting', 'Photography', 'Crafting', 'Reading']"
583,hollycarlson,Donald Reyes,M,"9478 French Tunnel
Lake Scottchester, DE 44127",smithpamela@gmail.com,1906-09-06,1.0110000000101011e+43,Seekers,The Doer – ESTP,"['ECE', 'CIV', 'CSE', 'AE']","['Writing', 'Cooking', 'Sports', 'Gaming', 'Gardening', 'Music', 'Traveling', 'Reading']"
584,joel50,David Scott,M,"89330 Charles Lodge
North Teresachester, ME 81031",gibsoncrystal@yahoo.com,1922-02-13,1.0110110110100101e+40,Sitters,The Mastermind – INTJ,"['CIV', 'AE']","['Writing', 'Videography', 'Gaming', 'Gardening', 'Music', 'Reading']"
585,lisa01,Olivia Hull,F,"18440 Jennifer Plain Suite 778
South Amyton, OH 31176",harveyjustin@hotmail.com,1987-04-20,1.1111011001111111e+41,Seekers,The Performer – ESFP,"['CHEMICAL. E', 'ECE', 'ME', 'CSE', 'AE']","['Exploration', 'Writing', 'Cooking', 'Gaming', 'Music', 'Collecting', 'Photography', 'Reading']"
586,nicholassilva,Bethany Mccormick,F,"11580 Wallace View
Andradechester, DC 07435",xvargas@gmail.com,1981-08-13,1.011010100111e+43,Seekers,Visionary – ENTP,"['ME', 'CSE', 'AE']","['Cooking', 'Fitness', 'Gardening', 'Reading']"
587,pchang,Michael West,M,"43203 Vanessa Creek Suite 492
Lake Heatherport, UT 30642",matthew79@gmail.com,2009-10-14,1.111101000000101e+43,Standers,The Thinker – INTP,"['ECE', 'CIV', 'CSE', 'AE']","['Exploration', 'Videography', 'Sports', 'Music', 'Collecting', 'Traveling', 'Reading']"
588,sean39,Raymond Morgan,M,"9986 Julie Tunnel Suite 325
East Lisatown, SC 37581",campbellrebecca@gmail.com,1973-04-26,1.1011100100110011e+43,Seekers,The Craftsman – ISTP,"['CIV', 'CSE', 'AE']","['Writing', 'Sports', 'Gardening', 'Music', 'Collecting', 'Traveling', 'Reading']"
589,rlucero,Larry Horton,M,"259 Emily Mill
Richardmouth, RI 83707",vmorales@gmail.com,1934-10-11,1.100111011011011e+42,Sitters,The Giver – ENFJ,"['CHEMICAL. E', 'ECE', 'CSE', 'AE']","['Videography', 'Cooking', 'Fitness', 'Sports', 'Gardening', 'Collecting', 'Photography', 'Reading']"
590,qnguyen,Ariana Small,F,"1575 Jessica Stream
Lake Kari, SD 73513",qcastillo@yahoo.com,1955-04-11,1.000110010001e+39,Sitters,The Giver – ENFJ,"['ECE', 'AE']","['Videography', 'Cooking', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Reading']"
591,gabriellewis,Deanna Sullivan,F,"37026 Gilmore Crossing Apt. 281
Garciaberg, MA 10647",zkaiser@hotmail.com,1942-08-16,1.1000001000100011e+43,Standers,Visionary – ENTP,"['ECE', 'CIV', 'AE']","['Exploration', 'Videography', 'Gaming', 'Traveling', 'Reading']"
592,yolanda17,Patricia Brown,F,"89253 Christopher Freeway
West Patrickville, CT 62784",nburgess@yahoo.com,1962-10-01,1.1111000001000001e+41,Standers,The Giver – ENFJ,"['ECE', 'AE']","['Exploration', 'Writing', 'Videography', 'Collecting', 'Reading']"
593,yvonne47,Anthony Hill,M,"USS Steele
FPO AA 50258",davidmichael@hotmail.com,1942-02-15,1.011000011010111e+42,Sitters,The Provider – ESFJ,"['CIV', 'ME', 'CSE', 'AE']","['Writing', 'Cooking', 'Sports', 'Music', 'Traveling', 'Reading']"
594,cmcmillan,Stephen Anderson,M,"36447 Jacob Island Suite 589
South Christopherstad, RI 60377",margaret95@hotmail.com,1928-09-27,1.1000001111000112e+39,Sitters,The Commander – ENTJ,"['ECE', 'ME', 'AE']","['Exploration', 'Videography', 'Cooking', 'Sports', 'Gaming', 'Collecting', 'Reading']"
595,bdiaz,Mason Scott,M,"66119 Alexander Mission Apt. 442
Bullockshire, WA 88278",brandy65@hotmail.com,1961-01-05,1.101110001111001e+42,Standers,The Thinker – INTP,"['CSE', 'AE']","['Fitness', 'Sports', 'Collecting', 'Reading']"
596,stephanieortiz,Rhonda Newman,F,"51467 Mills Expressway Apt. 191
Sharihaven, OK 38898",tberry@yahoo.com,1966-06-21,1.011011101001011e+42,Standers,The Craftsman – ISTP,"['ECE', 'ME', 'AE']","['Videography', 'Cooking', 'Gardening', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
597,kristinekelly,Tanya Hayden,F,"Unit 8074 Box 3681
DPO AE 84390",meganmadden@yahoo.com,1921-07-06,1.000001001010001e+41,Standers,Composer – ISFP,"['CHEMICAL. E', 'ME', 'AE']","['Cooking', 'Sports', 'Collecting', 'Traveling', 'Reading']"
598,collierabigail,Kara Sullivan,F,"86073 Grimes Union
Hannahtown, MA 15437",vfoley@yahoo.com,1951-10-30,1.1110011101110101e+42,Standers,The Champion – ENFP,"['ECE', 'ME', 'AE']","['Videography', 'Fitness', 'Gardening', 'Collecting', 'Traveling', 'Reading']"
599,susan29,Anthony Moore,M,"97921 Diaz Rapid
Villegasside, MI 65582",freemanpenny@yahoo.com,1913-12-22,1.11101011100101e+43,Sitters,Visionary – ENTP,"['CHEMICAL. E', 'CIV', 'CSE', 'AE']","['Fitness', 'Gaming', 'Gardening', 'Music', 'Crafting', 'Reading']"
600,daniellowe,Lisa Wilkinson,F,"473 Brown Road
South Katherine, NM 80977",anna40@hotmail.com,1956-07-14,1.010010011011e+41,Seekers,The Thinker – INTP,"['CIV', 'AE']","['Exploration', 'Videography', 'Fitness', 'Gaming', 'Music', 'Photography', 'Reading']"
601,isaacporter,Patricia Love,F,"853 Kelley Street Apt. 672
Sylviaville, KS 86451",ijohnson@hotmail.com,1908-03-19,1.01101011e+43,Seekers,The Mastermind – INTJ,"['CSE', 'AE']","['Exploration', 'Writing', 'Music', 'Crafting', 'Reading']"
602,mariatate,Robert Quinn,M,"25226 Wallace Harbor
Martinezside, NJ 52675",onicholson@yahoo.com,1944-01-15,1.1101010100010012e+41,Standers,The Giver – ENFJ,"['CHEMICAL. E', 'CIV', 'CSE', 'AE']","['Videography', 'Fitness', 'Music', 'Collecting', 'Reading']"
603,ljames,Michael Suarez,M,"86161 Connie Roads Suite 184
Gravesshire, CT 04026",gutierrezstephanie@hotmail.com,1990-08-12,1.1100011001100001e+43,Sitters,The Inspector – ISTJ,"['ECE', 'CIV', 'CSE', 'AE']","['Writing', 'Videography', 'Sports', 'Music', 'Crafting', 'Traveling', 'Reading']"
604,nho,Robert Sullivan,M,"3390 James Ports
West Matthew, FL 92912",lauralewis@gmail.com,1943-11-24,1.001110110100101e+43,Standers,The Doer – ESTP,"['ECE', 'AE']","['Exploration', 'Videography', 'Photography', 'Crafting', 'Traveling', 'Reading']"
605,mcmahonjamie,Alexis Zamora,F,"24560 Victoria Street Suite 205
Port Kellyview, LA 30304",hmendoza@gmail.com,1938-11-11,1.0110111010000101e+43,Sitters,The Doer – ESTP,"['CSE', 'AE']","['Writing', 'Fitness', 'Gardening', 'Music', 'Collecting', 'Reading']"
606,amanda52,Paul Dixon,M,"962 Jennifer Plains
Simpsonfort, WV 92502",krystal91@hotmail.com,1981-11-24,1.0100101100101102e+42,Seekers,The Giver – ENFJ,"['CHEMICAL. E', 'CIV', 'ME', 'CSE', 'AE']","['Writing', 'Videography', 'Gaming', 'Gardening', 'Collecting', 'Photography', 'Traveling', 'Reading']"
607,shawn01,Ronald Tapia,M,"53436 Aaron Forks Apt. 026
Bonnieburgh, IN 55566",grantadam@gmail.com,1952-09-02,1.00010101101101e+39,Seekers,The Nurturer – ISFJ,"['ECE', 'CIV', 'CSE', 'AE']","['Fitness', 'Gardening', 'Music', 'Photography', 'Crafting', 'Traveling', 'Reading']"
608,ericgibbs,David Webb,M,"3360 Davis Unions Suite 266
Leetown, NM 37632",jdillon@gmail.com,1965-01-15,1.0001000111001e+38,Standers,The Craftsman – ISTP,"['CHEMICAL. E', 'ME', 'CSE', 'AE']","['Exploration', 'Fitness', 'Gaming', 'Gardening', 'Music', 'Crafting', 'Traveling', 'Reading']"
609,caselaura,Lori Mcdaniel,F,"724 Carol Turnpike
West Susanfort, PA 66440",ashley14@hotmail.com,2008-03-15,1.110111101001111e+42,Sitters,The Inspector – ISTJ,"['CIV', 'ME', 'CSE', 'AE']","['Exploration', 'Videography', 'Cooking', 'Gaming', 'Music', 'Collecting', 'Traveling', 'Reading']"
610,wmcbride,Regina Brooks,F,"253 Phillips Crossroad
Nelsonview, KY 77003",showell@hotmail.com,2006-05-09,1.11001010101001e+40,Seekers,The Provider – ESFJ,"['ECE', 'ME', 'AE']","['Exploration', 'Writing', 'Cooking', 'Gardening', 'Photography', 'Traveling', 'Reading']"
611,jonathangordon,Sean Bauer,M,"763 Richardson Harbor
East Cory, MT 20609",xtownsend@gmail.com,1921-08-28,1.1111010010010011e+42,Standers,The Thinker – INTP,"['CHEMICAL. E', 'ME', 'CSE', 'AE']","['Exploration', 'Writing', 'Cooking', 'Music', 'Collecting', 'Traveling', 'Reading']"
612,rachel41,Christian Gilbert,M,"970 Jason Spur
Lake Melissaview, OH 22247",allisoncynthia@hotmail.com,1907-09-22,1.00001100100111e+42,Sitters,The Supervisor – ESTJ,['AE'],"['Exploration', 'Cooking', 'Gaming', 'Gardening', 'Music', 'Crafting', 'Traveling', 'Reading']"
613,erin69,Kathy Rosario,F,"566 Parker Trail Apt. 117
Port Zachary, IL 30249",fitzpatrickmorgan@hotmail.com,1991-05-28,1.010110001110111e+42,Sitters,The Thinker – INTP,"['CHEMICAL. E', 'CIV', 'CSE', 'AE']","['Gaming', 'Gardening', 'Music', 'Traveling', 'Reading']"
614,peter08,Jaclyn Robinson,F,"62183 Jason Club
Lake Debraville, SD 21950",melendezjames@hotmail.com,1979-05-04,1.1000011101010111e+43,Seekers,Composer – ISFP,"['ME', 'CSE', 'AE']","['Videography', 'Cooking', 'Fitness', 'Sports', 'Gaming', 'Gardening', 'Photography', 'Crafting', 'Reading']"
615,karlacox,Valerie Good,F,"3422 Emily Shoal
East Shawn, AR 43485",morganlauren@yahoo.com,2010-12-17,1.0111101101010011e+43,Seekers,The Idealist – INFP,"['ECE', 'CIV', 'ME', 'AE']","['Exploration', 'Writing', 'Cooking', 'Sports', 'Gaming', 'Gardening', 'Traveling', 'Reading']"
616,clintonstone,Ms. Anna Hines,F,"667 Evans Gardens
New Louisbury, WY 68282",johnsonnatalie@yahoo.com,1963-07-22,1.1001000111111011e+43,Standers,The Idealist – INFP,"['CHEMICAL. E', 'ECE', 'ME', 'CSE', 'AE']","['Gaming', 'Gardening', 'Photography', 'Crafting', 'Traveling', 'Reading']"
617,bradley15,James Griffin,M,"708 Kevin Shoals Suite 117
North Amanda, GA 18661",nancy54@hotmail.com,1995-01-12,1.11000011000011e+43,Sitters,The Supervisor – ESTJ,"['CHEMICAL. E', 'ECE', 'CIV', 'ME', 'AE']","['Writing', 'Cooking', 'Collecting', 'Traveling', 'Reading']"
618,psteele,Anthony Cobb,M,"68931 Castro Park
Tamaraville, OK 47958",ascott@yahoo.com,1940-08-02,1.010011000010111e+41,Sitters,The Counselor – INFJ,"['CHEMICAL. E', 'ECE', 'AE']","['Writing', 'Cooking', 'Fitness', 'Sports', 'Gaming', 'Crafting', 'Traveling', 'Reading']"
619,kathryn67,Alexis Wilson,F,"99444 Sharp Parkway Suite 645
West Thomashaven, CO 37842",wardterri@gmail.com,2010-04-01,1.00001001110111e+43,Seekers,The Performer – ESFP,"['CHEMICAL. E', 'ME', 'AE']","['Gaming', 'Gardening', 'Collecting', 'Reading']"
620,loriorozco,Whitney Rosario,F,"52635 Erin Mountain
Gibbsland, NJ 18830",rrobinson@yahoo.com,1976-06-08,1.0110110111010111e+43,Sitters,The Mastermind – INTJ,"['CHEMICAL. E', 'ECE', 'AE']","['Videography', 'Fitness', 'Gaming', 'Crafting', 'Reading']"
621,vvelasquez,Christina Cook,F,"36710 Davis Lake
East Brandyside, LA 32917",rodriguezerin@yahoo.com,1960-11-16,1.111000101110101e+42,Sitters,The Inspector – ISTJ,"['CHEMICAL. E', 'CIV', 'CSE', 'AE']","['Exploration', 'Gaming', 'Gardening', 'Collecting', 'Reading']"
622,wharrison,Sierra Stewart,F,"21977 Katelyn Isle
New Stacy, VT 47765",megan77@gmail.com,1922-11-05,1.101100011001111e+42,Standers,The Idealist – INFP,['AE'],"['Exploration', 'Writing', 'Cooking', 'Fitness', 'Gaming', 'Gardening', 'Crafting', 'Traveling', 'Reading']"
623,michael93,Kristen Jones,F,"77267 Haynes Square
Bennettburgh, OK 68635",zbrown@gmail.com,1956-07-10,1.0011010011011001e+43,Sitters,The Performer – ESFP,"['CHEMICAL. E', 'ECE', 'AE']","['Exploration', 'Cooking', 'Sports', 'Gardening', 'Photography', 'Crafting', 'Traveling', 'Reading']"
624,xdavis,Kelly Reed,F,"417 Martinez Club
Williamsbury, WV 85238",vincentjessica@hotmail.com,2006-06-25,1.010100010001101e+43,Sitters,The Craftsman – ISTP,"['CHEMICAL. E', 'ME', 'AE']","['Sports', 'Gardening', 'Music', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
625,hermanjill,William Ward,M,"0572 Michael Expressway
Robertstad, RI 26989",dlong@yahoo.com,1910-07-25,1.1100001111100101e+42,Seekers,The Counselor – INFJ,"['ME', 'CSE', 'AE']","['Gardening', 'Collecting', 'Traveling', 'Reading']"
626,monica83,Christopher Mcpherson,M,"80380 Smith Viaduct
South John, WV 51557",bergjill@gmail.com,2014-09-18,1.0101101011101e+42,Standers,The Counselor – INFJ,"['ECE', 'CIV', 'CSE', 'AE']","['Exploration', 'Writing', 'Cooking', 'Gaming', 'Photography', 'Crafting', 'Reading']"
627,charles00,Jessica Davidson,F,"USNV Wilson
FPO AA 36712",bshepherd@yahoo.com,1988-05-09,1.001010110001001e+39,Seekers,The Provider – ESFJ,"['CIV', 'ME', 'CSE', 'AE']","['Cooking', 'Fitness', 'Sports', 'Gaming', 'Crafting', 'Traveling', 'Reading']"
628,millsnancy,Mrs. Brenda Melendez,F,"148 Justin Port Apt. 271
West Stephanie, NC 98199",herreracrystal@gmail.com,1991-08-30,1.1010000100010012e+35,Seekers,The Counselor – INFJ,['AE'],"['Fitness', 'Sports', 'Gaming', 'Collecting', 'Traveling', 'Reading']"
629,wchandler,Adam Brown,M,"22808 Kevin Cliffs
Port Brenda, DE 48511",heather05@gmail.com,2000-03-02,1.1001111001000112e+43,Seekers,The Performer – ESFP,"['CIV', 'ME', 'AE']","['Writing', 'Videography', 'Cooking', 'Fitness', 'Sports', 'Crafting', 'Traveling', 'Reading']"
630,yhernandez,Troy Sosa,M,"631 Danielle Parkways Apt. 520
Amychester, WY 37776",caitlin38@hotmail.com,2007-10-20,1.101001000000101e+40,Standers,The Thinker – INTP,"['CSE', 'AE']","['Videography', 'Sports', 'Gaming', 'Gardening', 'Photography', 'Crafting', 'Traveling', 'Reading']"
631,johnhicks,Daniel Webb MD,M,"88251 Richard Garden Apt. 598
Samanthatown, CT 34272",zsherman@hotmail.com,2008-10-22,1.0000001110001012e+42,Sitters,The Performer – ESFP,"['ME', 'AE']","['Exploration', 'Cooking', 'Fitness', 'Sports', 'Gardening', 'Music', 'Collecting', 'Traveling', 'Reading']"
632,cindy38,Michael King,M,"PSC 2117, Box 4831
APO AE 08307",maynardlawrence@yahoo.com,1984-05-16,1.000111011e+41,Sitters,The Giver – ENFJ,"['CSE', 'AE']","['Cooking', 'Gaming', 'Gardening', 'Collecting', 'Reading']"
633,uscott,Joel Garcia,M,"9352 Young Coves
Benjaminborough, AZ 69223",diane26@yahoo.com,1969-09-26,1.0001101101110111e+43,Sitters,The Giver – ENFJ,"['CIV', 'ME', 'AE']","['Writing', 'Gaming', 'Gardening', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
634,lisawong,Alyssa Murray,F,"02197 Patrick Well Suite 116
Belindaton, DC 20194",michaelholt@gmail.com,1922-09-10,1.010100010000011e+43,Sitters,Visionary – ENTP,"['CHEMICAL. E', 'ECE', 'CSE', 'AE']","['Writing', 'Cooking', 'Fitness', 'Sports', 'Gaming', 'Music', 'Collecting', 'Photography', 'Reading']"
635,alexanderlisa,Scott Moses,M,"702 Williams Mount
Port Tina, TN 75980",mark73@hotmail.com,2015-12-12,1.1010011010111001e+43,Sitters,The Doer – ESTP,"['ECE', 'CIV', 'AE']","['Exploration', 'Writing', 'Cooking', 'Gardening', 'Music', 'Traveling', 'Reading']"
636,gabrielleklein,Laurie Forbes,F,"5851 Julia Bypass
West Mariahview, KY 84839",kellygreen@yahoo.com,1986-01-29,1.0000001100100001e+43,Sitters,The Thinker – INTP,"['ECE', 'CIV', 'CSE', 'AE']","['Videography', 'Cooking', 'Music', 'Reading']"
637,robertrice,Stephen Gray,M,"1505 Jessica Stream
Port Robinton, WI 62991",ycarney@hotmail.com,1950-03-04,1.001000100111001e+42,Seekers,The Doer – ESTP,"['CHEMICAL. E', 'ECE', 'CIV', 'ME', 'AE']","['Exploration', 'Writing', 'Sports', 'Music', 'Collecting', 'Crafting', 'Traveling', 'Reading']"
638,fordbenjamin,Chelsey Adams,F,"865 Kristen Route Apt. 980
Bradyview, NJ 68193",candacelamb@yahoo.com,1927-01-01,1.0101100010001112e+43,Standers,The Giver – ENFJ,"['ECE', 'CIV', 'CSE', 'AE']","['Videography', 'Gaming', 'Music', 'Collecting', 'Traveling', 'Reading']"
639,maciasjames,Kenneth West,M,"271 Olsen Well
Schaeferton, OH 61225",anthony24@yahoo.com,1973-10-06,1.001001110001111e+42,Seekers,The Provider – ESFJ,"['ECE', 'ME', 'AE']","['Videography', 'Cooking', 'Gardening', 'Music', 'Collecting', 'Photography', 'Crafting', 'Traveling', 'Reading']"
640,justin66,Michele Coleman,F,"220 Nunez Shoal Suite 140
North Nancychester, AL 81187",catherinehughes@gmail.com,1969-05-10,1.100100001011001e+40,Sitters,The Commander – ENTJ,"['CIV', 'AE']","['Exploration', 'Cooking', 'Sports', 'Gaming', 'Gardening', 'Music', 'Collecting', 'Reading']"
